nom_gare;code_uic_complet;code_postal;segmentation_drg;total_voyageurs_2021;total_voyageurs_non_voyageurs_2021;total_voyageurs_2020;total_voyageurs_non_voyageurs_2020;total_voyageurs_2019;total_voyageurs_non_voyageurs_2019;total_voyageurs_2018;total_voyageurs_non_voyageurs_2018;totalvoyageurs2017;total_voyageurs_non_voyageurs_2017;total_voyageurs_2016;total_voyageurs_non_voyageurs_2016;total_voyageurs_2015;total_voyageurs_non_voyageurs_2015;comptages;description;image
Flavy-le-Martel;87296871;2520;c;14048;14048;13303;13303;13988;13988;11848;11848;12315;12315;12559;12559;14706;14706;20.0;La gare de Flavy-le-Martel est une gare ferroviaire française de la ligne d'Amiens à Laon, située sur le territoire de la commune de Flavy-le-Martel, dans le département de l'Aisne en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Flavy-le-Martel_%28Aisne%29_la_gare%2C_les_quais.JPG/1024px-Flavy-le-Martel_%28Aisne%29_la_gare%2C_les_quais.JPG
Formerie;87313833;60220;c;12409;12409;9130;9130;10336;10336;7809;7809;7501;7501;6118;6118;6138;6138;15.0;La gare de Formerie est une gare ferroviaire française de la ligne de Saint-Roch à Darnétal-Bifurcation, située sur le territoire de la commune de Formerie, dans le département de l'Oise, en région Hauts-de-France.  Elle est mise en service en 1867 par la Compagnie des chemins de fer du Nord.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains régionaux du réseau TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Gare_de_Formerie_-_WP_20190420_15_22_38_Rich.jpg/1024px-Gare_de_Formerie_-_WP_20190420_15_22_38_Rich.jpg
Fouilloy;87313841;60220;c;2151;2151;1692;1692;1747;1747;1394;1394;1277;1277;1231;1231;478;478;3.0;La gare de Fouilloy est une gare ferroviaire française de la ligne de Saint-Roch à Darnétal-Bifurcation, située sur le territoire de la commune de Fouilloy, dans le département de l'Oise, en région Hauts-de-France.  Elle est mise en service en 1867 par la Compagnie des chemins de fer du Nord.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains régionaux.;https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/WP_20140830_016_Fouilloy.jpg/1024px-WP_20140830_016_Fouilloy.jpg
Fouquereuil;87342204;62232;c;1275;1275;1055;1055;1632;1632;1099;1099;1065;1065;2086;2086;2236;2236;2.0;La gare de Fouquereuil est une gare ferroviaire française des lignes d'Arras à Dunkerque-Locale et de Fives à Abbeville, située sur le territoire de la commune de Fouquereuil, dans le département du Pas-de-Calais, en région Hauts-de-France.  La gare voyageurs a été mise en service en 1874, par la Compagnie des chemins de fer du Nord. Son bâtiment voyageurs est détruit en 1980.  C'est une halte de la Société nationale des chemins de fer français (SNCF), desservie par des trains régionaux du réseau TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Fouquereuil_-_Gare_de_Fouquereuil_%2801%29.JPG/1024px-Fouquereuil_-_Gare_de_Fouquereuil_%2801%29.JPG
Fourmies;87295048;59610;b;128968;161211;116402;145503;187071;233839;175997;219996;188906;236132;186154;232693;202884;253606;50.0;La gare de Fourmies est une gare ferroviaire française située sur le territoire de la commune de Fourmies dans le département du Nord, en région Hauts-de-France.  C'est une gare de la Société nationale des chemins de fer français (SNCF) desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Fourmies_%28Nord%2C_Fr%29_la_gare.jpg/420px-Fourmies_%28Nord%2C_Fr%29_la_gare.jpg
Frévin-Capelle;87342212;62690;c;1808;1808;3906;3906;4836;4836;6540;6540;7935;7935;7961;7961;7262;7262;17.0;La gare de Frévin-Capelle est une gare ferroviaire française de la ligne d'Arras à Saint-Pol-sur-Ternoise, située sur le territoire de la commune de Frévin-Capelle dans le département du Pas-de-Calais, en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Gare_de_Fr%C3%A9vin-Capelle_-_4.JPG/800px-Gare_de_Fr%C3%A9vin-Capelle_-_4.JPG
Fresnoy-le-Grand;87296293;2230;c;20237;20237;14289;14289;22961;22961;19992;19992;23812;23812;22091;22091;17913;17913;26.0;La gare de Fresnoy-le-Grand est une gare ferroviaire française de la ligne de Creil à Jeumont, située sur le territoire de la commune de Fresnoy-le-Grand, dans le département de l'Aisne, en région Hauts-de-France.  Elle est mise en service en 1855 par la Compagnie des chemins de fer du Nord. C'est une halte ferroviaire de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Fresnoy-le-Grand_%28Aisne%29_gare.JPG/420px-Fresnoy-le-Grand_%28Aisne%29_gare.JPG
Fretin;87286641;59273;c;59194;59194;53815;53815;92078;92078;85673;85673;95226;95226;84236;84236;87880;87880;56.0;La gare de Fretin est une gare ferroviaire française de la ligne de Fives à Hirson, située sur le territoire de la commune de Fretin dans le département du Nord, en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF) desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Fretin_-_Train_station_-_1.jpg/420px-Fretin_-_Train_station_-_1.jpg
Gannes;87313262;60120;c;1921;1921;1782;1782;1790;1790;2805;2805;2269;2269;1408;1408;2426;2426;5.0;La gare de Gannes est une gare ferroviaire française de la ligne de Paris-Nord à Lille, située sur le territoire de la commune de Gannes, dans le département de l'Oise, en région Hauts-de-France.  Elle est devenue une halte de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Installations_de_quai_Gannes.jpg/1024px-Installations_de_quai_Gannes.jpg
Grande-Synthe;87281311;59760;c;10262;10262;7703;7703;6507;6507;8124;8124;7131;7131;5090;5090;3812;3812;9.0;La gare de Grande-Synthe est une gare ferroviaire française de la ligne de Coudekerque-Branche aux Fontinettes, située sur le territoire de la commune de Grande-Synthe dans le département du Nord, en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Gare_de_Grande-Synthe_-_1.JPG/1024px-Gare_de_Grande-Synthe_-_1.JPG
Grandvilliers;87313734;60210;c;64382;64382;50401;50401;43744;43744;45726;45726;51804;51804;54952;54952;56726;56726;45.0;La gare de Grandvilliers est une gare ferroviaire française de la ligne d'Épinay - Villetaneuse au Tréport - Mers, située à 2 000 mètres du centre de la commune de Grandvilliers, dans le département de l'Oise, en région Hauts-de-France.  Elle est mise en service en 1875 par la Compagnie des chemins de fer du Nord. C'est en 2023 une gare de la Société nationale des chemins de fer français (SNCF) desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Grandvilliers_-_Croisement_des_X76630_et_X76751.JPG/1024px-Grandvilliers_-_Croisement_des_X76630_et_X76751.JPG
Gravelines;87281246;59820;c;30628;30628;26881;26881;48190;48190;28939;28939;27184;27184;24117;24117;20857;20857;14.0;La gare de Gravelines est une gare ferroviaire française de la ligne de Coudekerque-Branche aux Fontinettes, située sur le territoire de la commune de Gravelines dans le département du Nord, en région Hauts-de-France.  C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Gare_de_Gravelines.jpg/420px-Gare_de_Gravelines.jpg
Guignicourt;87171736;2190;b;130612;163266;120804;151005;120287;150359;122047;152559;137618;172022;131831;164789;126347;157933;42.0;La gare de Guignicourt est une gare ferroviaire française de la ligne de Reims à Laon, située sur le territoire de la commune de Villeneuve-sur-Aisne, dans la commune déléguée de Guignicourt, à 500 mètres du centre-ville, dans le département de l'Aisne, en région Hauts-de-France.  Elle est mise en service en 1857 par la Compagnie des chemins de fer des Ardennes. C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Grand Est.;https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Gare_de_Guignicourt_3242.JPG/1024px-Gare_de_Guignicourt_3242.JPG
Hénin-Beaumont;87345157;62110;b;382345;439477;340543;391428;550540;632805;516610;593805;525421;603932;489436;562571;496665;570879;65.0;La gare d'Hénin-Beaumont, anciennement la gare d'Hénin-Liétard, est une gare ferroviaire française de la ligne de Lens à Ostricourt, située sur le territoire de la commune d'Hénin-Beaumont, dans le département du Pas-de-Calais, en région Hauts-de-France.  C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/H%C3%A9nin-Beaumont_-_Gare_d%27H%C3%A9nin-Beaumont_%2801%29.JPG/1024px-H%C3%A9nin-Beaumont_-_Gare_d%27H%C3%A9nin-Beaumont_%2801%29.JPG
Hachette;87297523;59530;c;18;18;11;11;8;8;2;2;5;5;5;5;6;6;5.0;La gare de Hachette est une gare ferroviaire française de la ligne de Creil à Jeumont, située en lisière de la forêt de Mormal sur le territoire de la commune de Locquignol dans le département du Nord, en région Hauts-de-France.  Elle est mise en service en 1884 par la Compagnie des chemins de fer du Nord. C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF) desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Gare_Hachette.jpg/1024px-Gare_Hachette.jpg
Ham;87313494;80400;b;144889;181111;94874;118593;128871;161089;122867;153584;129850;162313;123586;154482;132877;166096;54.0;La gare de Ham (Somme) est une gare ferroviaire française de la ligne d'Amiens à Laon, située en limite du territoire de la commune de Muille-Villette, à 800 mètres au sud du centre-ville de Ham, dans le département de la Somme, en région Hauts-de-France.  Elle est mise en service en 1867 par la Compagnie des chemins de fer du Nord. C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Ham_Gare_10.jpg/1024px-Ham_Gare_10.jpg
Ham-en-Artois;87342261;62190;c;2895;2895;2413;2413;2454;2454;3036;3036;3193;3193;3738;3738;4195;4195;25.0;La gare de Ham-en-Artois est une gare ferroviaire française de la ligne d'Arras à Dunkerque-Locale, située sur la commune de Ham-en-Artois, dans le département du Pas-de-Calais, en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Gare_d_Ham_en_Artois.jpg/1024px-Gare_d_Ham_en_Artois.jpg
Hangest-sur-Somme;87313114;80310;c;34438;34438;32903;32903;43635;43635;39230;39230;39105;39105;37668;37668;42167;42167;19.0;La gare d'Hangest, parfois appelée gare d'Hangest-sur-Somme par la SNCF, est une gare ferroviaire française de la ligne de Longueau à Boulogne-Ville, située à proximité du bourg centre de la commune d'Hangest-sur-Somme, dans le département de la Somme, en région Hauts-de-France.  Elle est mise en service en 1847, par la Compagnie du chemin de fer d'Amiens à Boulogne avant de devenir une gare de la Compagnie des chemins de fer du Nord, puis d'être intégrée dans le réseau de la Société nationale des chemins de fer français (SNCF) en 1938.  Hangest est un point d'arrêt sans personnel, desservi par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/BV_d%27Hangest_%281%29_par_Cramos.JPG/420px-BV_d%27Hangest_%281%29_par_Cramos.JPG
Hargicourt - Pierrepont;87313338;80500;c;17226;17226;15700;15700;16867;16867;14222;14222;17002;17002;17562;17562;16591;16591;38.0;La gare d'Hargicourt - Pierrepont est une gare ferroviaire française de la ligne d'Ormoy-Villers à Boves, située sur la commune de Trois-Rivières dans la commune délégué d'Hargicourt, à proximité de Pierrepont-sur-Avre, dans le département de la Somme, en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF) desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Hargicourt_-_Pierrepont_-_Nouvelle_halte_-_C.jpg/420px-Hargicourt_-_Pierrepont_-_Nouvelle_halte_-_C.jpg
Haubourdin;87286096;59320;c;51198;51198;40675;40675;61310;61310;56343;56343;71492;71492;66311;66311;66832;66832;45.0;La gare d'Haubourdin est une gare ferroviaire française de la ligne de Fives à Abbeville, située sur le territoire de la commune d'Haubourdin dans le département du Nord, en région Hauts-de-France.  C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Gare_d%27Haubourdin_-_3.JPG/1024px-Gare_d%27Haubourdin_-_3.JPG
Haute Picardie TGV;87313882;80200;a;268474;335592;197582;246978;375044;468805;376257;470321;408708;510885;365688;457110;369361;461701;14.0;La gare TGV Haute-Picardie est une gare ferroviaire française, située au centre de la zone d'activité Haute-Picardie, sur les territoires des communes d'Estrées-Deniécourt et d'Ablaincourt-Pressoir, dans le département de la Somme, en région Hauts-de-France.  Implantée sur la LGV Nord, à mi-distance entre Amiens et Saint-Quentin, elle a été inaugurée en 1994. Elle est desservie par des TGV reliant l'agglomération lilloise et Bruxelles aux grandes métropoles régionales françaises, via les gares TGV de la périphérie de Paris (dont celle de l'aéroport Charles-de-Gaulle).;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Gare_TGV_Haute-Picardie_-_2.jpg/1024px-Gare_TGV_Haute-Picardie_-_2.jpg
Hautmont;87295568;59330;c;41907;41907;43155;43155;83504;83504;77176;77176;79194;79194;68744;68744;72206;72206;24.0;La gare d'Hautmont est une gare ferroviaire française de la ligne de Creil à Jeumont, située sur le territoire de la commune d'Hautmont, dans le département du Nord, en région Hauts-de-France.  Elle est mise en service en 1855, par la Compagnie des chemins de fer du Nord.  C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Gare_de_HAUMONT.jpg/1024px-Gare_de_HAUMONT.jpg
Hazebrouck;87286302;59190;b;1375261;1463043;1218094;1295845;1747596;1859145;1619445;1722814;1723580;1833595;1644597;1749571;1686138;1793763;153.0;La gare d'Hazebrouck est une gare ferroviaire française des lignes de Lille aux Fontinettes et d'Arras à Dunkerque-Locale, située sur le territoire de la commune d'Hazebrouck, dans le département du Nord, en région Hauts-de-France.  Elle est mise en service en 1848 par la Compagnie des chemins de fer du Nord. C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des TGV inOui et des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Gare_d%27Hazebrouck-2012.jpg/420px-Gare_d%27Hazebrouck-2012.jpg
Heilles - Mouchy;87316398;60250;c;4682;4682;2963;2963;2001;2001;3433;3433;4160;4160;4285;4285;3568;3568;18.0;La gare d'Heilles - Mouchy est une gare ferroviaire française de la ligne de Creil à Beauvais, située sur le territoire de la commune d'Heilles (qui est voisine de Mouchy-le-Châtel), dans le département de l'Oise, en région Hauts-de-France.  C'est une halte de la Société nationale des chemins de fer français (SNCF), desservie par des trains régionaux du réseau TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Heilles_%2860%29%2C_gare_de_Heilles_-_Mouchy_1.jpg/1024px-Heilles_%2860%29%2C_gare_de_Heilles_-_Mouchy_1.jpg
